Ano Fato,Data Fato,Data_Hora Fato,Dia da Semana Fato,Latitude,Longitude,Tentado/Consumado Nat Principal,Desc Longa Subgrupo Complemento Nat,Causa Presumida
2014,7/23/2014,23/07/2014 04:04:00,QUARTA-FEIRA,-21.24797830,-44.99056330,TENTADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2014,7/29/2014,29/07/2014 11:30:00,TERÇA-FEIRA,-21.24120090,-45.00048460,CONSUMADO,BENS / VALORES DE TRANSEUNTE,OUTRAS MOTIVACOES/CAUSAS 
2014,8/2/2014,02/08/2014 22:00:00,SÁBADO,-21.23665600,-44.99878750,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2014,8/3/2014,03/08/2014 19:17:00,DOMINGO,-21.22554780,-45.00344470,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2014,8/3/2014,03/08/2014 20:00:00,DOMINGO,-21.24262090,-45.00029210,CONSUMADO,BENS / VALORES DE TRANSEUNTE,OUTRAS MOTIVACOES/CAUSAS 
2014,8/4/2014,04/08/2014 20:25:00,SEGUNDA-FEIRA,-21.23508370,-44.99645220,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2014,8/12/2014,12/08/2014 22:25:00,TERÇA-FEIRA,-21.24501610,-45.00062200,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2014,8/19/2014,19/08/2014 19:15:00,TERÇA-FEIRA,-21.21078500,-45.00071600,TENTADO,BENS/VALORES DE PROPRIETARIO/FUNCIONARIO DE ESTABELECIMENTO,OUTRAS MOTIVACOES/CAUSAS 
2014,8/21/2014,21/08/2014 20:05:00,QUINTA-FEIRA,-21.25486550,-44.99863790,TENTADO,BENS/VALORES DE CLIENTE/VISITANTE DE ESTABELECIMENTO,OUTRAS MOTIVACOES/CAUSAS 
2014,9/24/2014,24/09/2014 02:35:00,QUARTA-FEIRA,-21.30553390,-45.15771440,CONSUMADO,BENS/VALORES DE PROPRIETARIO/FUNCIONARIO DE ESTABELECIMENTO,OUTRAS MOTIVACOES/CAUSAS 
2014,9/29/2014,29/09/2014 01:47:00,SEGUNDA-FEIRA,-21.25542080,-44.98105060,CONSUMADO,BENS / VALORES DE TRANSEUNTE,OUTRAS MOTIVACOES/CAUSAS 
2014,9/30/2014,30/09/2014 14:50:00,TERÇA-FEIRA,-21.27160030,-44.98041310,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2014,10/1/2014,01/10/2014 20:30:00,QUARTA-FEIRA,-21.25774970,-45.00427288,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2014,10/2/2014,02/10/2014 04:15:00,QUINTA-FEIRA,-21.22604440,-45.04735250,CONSUMADO,BENS / VALORES DE ESTABELECIMENTO /PESSOA JURIDICA,IGNORADO
2014,10/11/2014,11/10/2014 01:45:00,SÁBADO,-21.24800460,-44.99606960,CONSUMADO,BENS / VALORES DE MOTORISTA / PASSAGEIRO DE VEICULO PARTICULAR,VANTAGEM ECONOMICA
2014,10/14/2014,14/10/2014 13:00:00,TERÇA-FEIRA,-21.25058580,-45.01292490,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2014,10/26/2014,26/10/2014 18:00:00,DOMINGO,-21.22604440,-45.04735250,CONSUMADO,CARGAS,OUTRAS MOTIVACOES/CAUSAS 
2014,11/1/2014,01/11/2014 09:30:00,SÁBADO,-21.15194440,-45.02944440,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2014,11/12/2014,12/11/2014 20:47:00,QUARTA-FEIRA,-21.25022810,-45.00437070,CONSUMADO,BENS/VALORES DE PROPRIETARIO/FUNCIONARIO DE ESTABELECIMENTO,OUTRAS MOTIVACOES/CAUSAS 
2014,11/15/2014,15/11/2014 06:41:00,SÁBADO,-21.25697160,-45.01534410,CONSUMADO,BENS / VALORES DE TRANSEUNTE,OUTRAS MOTIVACOES/CAUSAS 
2014,11/28/2014,28/11/2014 07:20:00,SEXTA-FEIRA,-21.23270100,-44.99595670,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2014,12/1/2014,01/12/2014 21:00:00,SEGUNDA-FEIRA,-21.23648660,-44.99664040,CONSUMADO,BENS / VALORES DE TRANSEUNTE,OUTRAS MOTIVACOES/CAUSAS 
2014,12/2/2014,02/12/2014 00:52:00,TERÇA-FEIRA,-21.23230150,-44.99521580,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2014,12/17/2014,17/12/2014 23:40:00,QUARTA-FEIRA,-21.23220800,-45.00202000,CONSUMADO,BENS/VALORES DE TRABALHADOR DE RUA,VANTAGEM ECONOMICA
2015,1/2/2015,02/01/2015 01:47:00,SEXTA-FEIRA,-21.23499980,-45.00400640,CONSUMADO,BENS / VALORES DE TRANSEUNTE,ENVOLVIMENTO COM DROGAS
2015,2/5/2015,05/02/2015 07:00:00,QUINTA-FEIRA,-21.19711690,-45.09448880,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),OUTRAS MOTIVACOES/CAUSAS 
2015,3/11/2015,11/03/2015 23:15:00,QUARTA-FEIRA,-21.24661240,-45.00309840,CONSUMADO,BENS / VALORES DE TRANSEUNTE,OUTRAS MOTIVACOES/CAUSAS 
2015,3/11/2015,11/03/2015 22:30:00,QUARTA-FEIRA,-21.24933610,-44.99149580,TENTADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2015,3/12/2015,12/03/2015 17:15:00,QUINTA-FEIRA,-21.23594620,-45.02724350,CONSUMADO,BENS / VALORES DE MOTORISTA / COBRADOR DE TRANSPORTE COLETIVO,VANTAGEM ECONOMICA
2015,3/13/2015,13/03/2015 21:45:00,SEXTA-FEIRA,-21.25286860,-45.00571300,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2015,3/14/2015,14/03/2015 05:45:00,SÁBADO,-21.25880900,-45.00544360,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2015,3/22/2015,22/03/2015 07:30:00,DOMINGO,-21.25271220,-45.00542070,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2015,3/23/2015,23/03/2015 22:45:00,SEGUNDA-FEIRA,-21.22521650,-45.00543780,CONSUMADO,BENS / VALORES DE MOTORISTA / COBRADOR DE TRANSPORTE COLETIVO,IGNORADO
2015,3/28/2015,28/03/2015 06:47:00,SÁBADO,-21.25755000,-44.98462070,CONSUMADO,BENS / VALORES DE MOTORISTA / PASSAGEIRO DE VEICULO PARTICULAR,OUTRAS MOTIVACOES/CAUSAS 
2015,3/28/2015,28/03/2015 01:00:00,SÁBADO,-21.26706080,-44.98403930,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2015,4/6/2015,06/04/2015 05:40:00,SEGUNDA-FEIRA,-21.25433374,-45.00517712,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2015,4/20/2015,20/04/2015 19:44:00,SEGUNDA-FEIRA,-21.25813470,-45.00048600,CONSUMADO,BENS / VALORES DE TRANSEUNTE,OUTRAS MOTIVACOES/CAUSAS 
2015,4/21/2015,21/04/2015 10:10:00,TERÇA-FEIRA,-21.24877470,-45.00672120,CONSUMADO,BENS / VALORES DE ESTABELECIMENTO /PESSOA JURIDICA,ENVOLVIMENTO COM DROGAS
2015,4/22/2015,22/04/2015 00:14:00,QUARTA-FEIRA,-21.25233950,-45.00534090,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2015,4/25/2015,25/04/2015 21:49:00,SÁBADO,-21.21078800,-44.99966650,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2015,5/4/2015,04/05/2015 20:10:00,SEGUNDA-FEIRA,-21.25260290,-44.99741980,TENTADO,BENS / VALORES DE TRANSEUNTE,OUTRAS MOTIVACOES/CAUSAS 
2015,5/16/2015,16/05/2015 05:00:00,SÁBADO,-21.24575474,-45.00433299,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2015,5/25/2015,25/05/2015 17:35:00,SEGUNDA-FEIRA,-21.25687060,-44.99805310,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2015,5/25/2015,25/05/2015 21:12:00,SEGUNDA-FEIRA,-21.23760340,-44.99513140,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2015,5/26/2015,26/05/2015 18:18:00,TERÇA-FEIRA,-21.25765490,-45.00099730,CONSUMADO,BENS / VALORES DE TRANSEUNTE,ENVOLVIMENTO COM DROGAS
2015,5/29/2015,29/05/2015 07:20:00,SEXTA-FEIRA,-21.25598140,-45.01421260,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2015,6/3/2015,03/06/2015 23:45:00,QUARTA-FEIRA,-21.22724570,-44.99858590,TENTADO,BENS / VALORES DE ESTABELECIMENTO /PESSOA JURIDICA,IGNORADO
2015,6/4/2015,04/06/2015 01:45:00,QUINTA-FEIRA,-21.23746690,-44.99180170,CONSUMADO,BENS / VALORES DE TRANSEUNTE,ENVOLVIMENTO COM DROGAS
2015,6/5/2015,05/06/2015 14:00:00,SEXTA-FEIRA,-21.19711690,-45.09448880,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),VANTAGEM ECONOMICA
2015,6/5/2015,05/06/2015 17:23:00,SEXTA-FEIRA,-21.24872920,-45.00352240,TENTADO,BENS / VALORES DE MOTORISTA / PASSAGEIRO DE VEICULO PARTICULAR,IGNORADO
2015,6/5/2015,05/06/2015 17:00:00,SEXTA-FEIRA,-21.25071480,-44.99847270,TENTADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2015,6/7/2015,07/06/2015 22:10:00,DOMINGO,-21.21436140,-44.99774050,CONSUMADO,BENS / VALORES DE ESTABELECIMENTO /PESSOA JURIDICA,VANTAGEM ECONOMICA
2015,6/8/2015,08/06/2015 19:41:00,SEGUNDA-FEIRA,-21.23742490,-44.99438990,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2015,6/12/2015,12/06/2015 18:00:00,SEXTA-FEIRA,-21.26469570,-45.01527670,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
