Ano Fato,Data Fato,Data_Hora Fato,Horário Fato,Dia da Semana Fato,Latitude,Longitude,Município,Tentado/Consumado Nat Principal,Desc Longa Subgrupo Complemento Nat,Causa Presumida
2014,1/2/2014,02/01/2014 16:40:00,16:40:00,QUINTA-FEIRA,-21.42619830,-45.95080300,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,OUTRAS MOTIVACOES/CAUSAS 
2014,1/5/2014,05/01/2014 15:00:00,15:00:00,DOMINGO,-21.52406410,-45.94389560,ALFENAS,CONSUMADO,BENS / VALORES DE MOTORISTA / PASSAGEIRO DE VEICULO PARTICULAR,ACAO DE GANGUES / FACCOES CRIMINOSAS
2014,1/6/2014,06/01/2014 01:10:00,01:10:00,SEGUNDA-FEIRA,-21.44155760,-45.94906440,ALFENAS,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),IGNORADO
2014,1/12/2014,12/01/2014 03:20:00,03:20:00,DOMINGO,-21.43385390,-45.93572550,ALFENAS,TENTADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),IGNORADO
2014,1/13/2014,13/01/2014 11:45:00,11:45:00,SEGUNDA-FEIRA,-21.42254280,-45.94719040,ALFENAS,CONSUMADO,BENS / VALORES DE ESTABELECIMENTO /PESSOA JURIDICA,IGNORADO
2014,1/16/2014,16/01/2014 23:21:00,23:21:00,QUINTA-FEIRA,-21.42876840,-45.94678900,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2014,1/18/2014,18/01/2014 02:00:00,02:00:00,SÁBADO,-21.41886980,-45.94595370,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2014,1/21/2014,21/01/2014 20:30:00,20:30:00,TERÇA-FEIRA,-21.42298330,-45.94877030,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2014,1/23/2014,23/01/2014 20:35:00,20:35:00,QUINTA-FEIRA,-21.42205150,-45.95306900,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2014,1/29/2014,29/01/2014 16:45:00,16:45:00,QUARTA-FEIRA,-21.42302840,-45.95575490,ALFENAS,CONSUMADO,BENS / VALORES DE MOTORISTA / PASSAGEIRO DE VEICULO PARTICULAR,OUTRAS MOTIVACOES/CAUSAS 
2014,1/31/2014,31/01/2014 22:38:00,22:38:00,SEXTA-FEIRA,-21.42833800,-45.94309440,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2014,1/31/2014,31/01/2014 21:45:00,21:45:00,SEXTA-FEIRA,-21.42975047,-45.94970824,ALFENAS,CONSUMADO,BENS / VALORES DE ESTABELECIMENTO /PESSOA JURIDICA,IGNORADO
2014,2/2/2014,02/02/2014 01:24:00,01:24:00,DOMINGO,-21.42205150,-45.95306900,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2014,2/3/2014,03/02/2014 16:00:00,16:00:00,SEGUNDA-FEIRA,-21.40531080,-45.94404320,ALFENAS,TENTADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),AUTOR COM OUTRAS DIVIDAS
2014,2/5/2014,05/02/2014 22:30:00,22:30:00,QUARTA-FEIRA,-21.43725970,-45.95417950,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2014,2/6/2014,06/02/2014 19:00:00,19:00:00,QUINTA-FEIRA,-21.41839300,-45.95607900,ALFENAS,CONSUMADO,CARGAS,IGNORADO
2014,2/8/2014,08/02/2014 03:49:00,03:49:00,SÁBADO,-21.42809620,-45.93296610,ALFENAS,CONSUMADO,BENS / VALORES DE MOTORISTA / PASSAGEIRO DE VEICULO PARTICULAR,IGNORADO
2014,2/10/2014,10/02/2014 05:30:00,05:30:00,SEGUNDA-FEIRA,-21.42458250,-45.94832660,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,OUTRAS MOTIVACOES/CAUSAS 
2014,2/12/2014,12/02/2014 19:00:00,19:00:00,QUARTA-FEIRA,-21.43826450,-45.94337410,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2014,2/13/2014,13/02/2014 23:45:00,23:45:00,QUINTA-FEIRA,-21.42329690,-45.94817470,ALFENAS,TENTADO,BENS / VALORES DE TRANSEUNTE,ENVOLVIMENTO COM DROGAS
2014,2/14/2014,14/02/2014 06:04:00,06:04:00,SEXTA-FEIRA,-21.42619476,-45.94932305,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,ENVOLVIMENTO COM DROGAS
2014,2/16/2014,16/02/2014 19:45:00,19:45:00,DOMINGO,-21.42466940,-45.96089760,ALFENAS,TENTADO,BENS / VALORES DE MOTORISTA / PASSAGEIRO DE VEICULO PARTICULAR,IGNORADO
2014,2/18/2014,18/02/2014 15:50:00,15:50:00,TERÇA-FEIRA,-21.44858340,-45.94805020,ALFENAS,CONSUMADO,BENS / VALORES DE MOTORISTA / PASSAGEIRO DE VEICULO PARTICULAR,VANTAGEM ECONOMICA
2014,2/20/2014,20/02/2014 22:13:00,22:13:00,QUINTA-FEIRA,-21.42482230,-45.95038490,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2014,2/22/2014,22/02/2014 14:40:00,14:40:00,SÁBADO,-21.44179870,-45.96479100,ALFENAS,TENTADO,CARGAS,ACAO DE GANGUES / FACCOES CRIMINOSAS
2014,2/24/2014,24/02/2014 16:00:00,16:00:00,SEGUNDA-FEIRA,-21.46868410,-45.91680550,ALFENAS,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),VANTAGEM ECONOMICA
2014,3/2/2014,02/03/2014 03:00:00,03:00:00,DOMINGO,-21.43073330,-45.94748180,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,OUTRAS MOTIVACOES/CAUSAS 
2014,3/3/2014,03/03/2014 00:05:00,00:05:00,SEGUNDA-FEIRA,-21.43073790,-45.94762390,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2014,3/7/2014,07/03/2014 23:10:00,23:10:00,SEXTA-FEIRA,-21.42192430,-45.94970330,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2014,3/8/2014,08/03/2014 22:10:00,22:10:00,SÁBADO,-21.42034260,-45.96108070,ALFENAS,CONSUMADO,BENS / VALORES DE MOTORISTA / COBRADOR DE TRANSPORTE COLETIVO,IGNORADO
2014,3/9/2014,09/03/2014 16:00:00,16:00:00,DOMINGO,-21.43984930,-45.93217320,ALFENAS,CONSUMADO,BENS/VALORES DE PROPRIETARIO/FUNCIONARIO DE ESTABELECIMENTO,VANTAGEM ECONOMICA
2014,3/19/2014,19/03/2014 16:40:00,16:40:00,QUARTA-FEIRA,-21.42298478,-45.94884386,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,OUTRAS MOTIVACOES/CAUSAS 
2014,3/23/2014,23/03/2014 14:00:00,14:00:00,DOMINGO,-21.42269360,-45.96729670,ALFENAS,CONSUMADO,BENS / VALORES DE MOTORISTA / PASSAGEIRO DE VEICULO PARTICULAR,VANTAGEM ECONOMICA
2014,3/27/2014,27/03/2014 02:20:00,02:20:00,QUINTA-FEIRA,-21.43102380,-45.95982440,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,ENVOLVIMENTO COM DROGAS
2014,3/27/2014,27/03/2014 21:20:00,21:20:00,QUINTA-FEIRA,-21.41928340,-45.95572500,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,OUTRAS MOTIVACOES/CAUSAS 
2014,3/27/2014,27/03/2014 22:15:00,22:15:00,QUINTA-FEIRA,-21.41917990,-45.97737650,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2014,3/28/2014,28/03/2014 00:40:00,00:40:00,SEXTA-FEIRA,-21.43904890,-45.94888880,ALFENAS,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),VANTAGEM ECONOMICA
2014,3/28/2014,28/03/2014 20:30:00,20:30:00,SEXTA-FEIRA,-21.42159630,-45.96574910,ALFENAS,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),VANTAGEM ECONOMICA
2014,3/29/2014,29/03/2014 20:20:00,20:20:00,SÁBADO,-21.42497440,-45.95005660,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,OUTRAS MOTIVACOES/CAUSAS 
2014,3/30/2014,30/03/2014 13:30:00,13:30:00,DOMINGO,-21.42544050,-45.95723600,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,ACAO DE GANGUES / FACCOES CRIMINOSAS
2014,3/31/2014,31/03/2014 20:30:00,20:30:00,SEGUNDA-FEIRA,-21.41646240,-45.94565620,ALFENAS,CONSUMADO,BENS / VALORES EM INTERIOR DE VEICULO,VANTAGEM ECONOMICA
2014,4/1/2014,01/04/2014 16:00:00,16:00:00,TERÇA-FEIRA,-21.41573490,-45.95989100,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,ACAO DE GANGUES / FACCOES CRIMINOSAS
2014,4/3/2014,03/04/2014 20:10:00,20:10:00,QUINTA-FEIRA,-21.43032000,-45.96002280,ALFENAS,CONSUMADO,BENS / VALORES DE MOTORISTA / PASSAGEIRO DE VEICULO PARTICULAR,VANTAGEM ECONOMICA
2014,4/3/2014,03/04/2014 21:05:00,21:05:00,QUINTA-FEIRA,-21.42251530,-45.94821470,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2014,4/3/2014,03/04/2014 23:00:00,23:00:00,QUINTA-FEIRA,-21.41967674,-45.95061732,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2014,4/4/2014,04/04/2014 03:40:00,03:40:00,SEXTA-FEIRA,-21.44161930,-45.94943150,ALFENAS,TENTADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2014,4/7/2014,07/04/2014 18:00:00,18:00:00,SEGUNDA-FEIRA,-21.45782720,-45.93633900,ALFENAS,CONSUMADO,BENS / VALORES EM INTERIOR DE VEICULO,OUTRAS MOTIVACOES/CAUSAS 
2014,4/9/2014,09/04/2014 00:30:00,00:30:00,QUARTA-FEIRA,-21.39900320,-45.94465900,ALFENAS,TENTADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),IGNORADO
2014,4/9/2014,09/04/2014 15:50:00,15:50:00,QUARTA-FEIRA,-21.42828630,-45.94732580,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2014,4/9/2014,09/04/2014 20:30:00,20:30:00,QUARTA-FEIRA,-21.40805340,-45.94461740,ALFENAS,CONSUMADO,BENS/VALORES DE MORADOR / VISITANTE DE RESIDENCIA,OUTRAS MOTIVACOES/CAUSAS 
2014,4/13/2014,13/04/2014 05:15:00,05:15:00,DOMINGO,-21.43444482,-45.94794226,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2014,4/15/2014,15/04/2014 22:15:00,22:15:00,TERÇA-FEIRA,-21.41673650,-45.95371320,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,ENVOLVIMENTO COM DROGAS
2014,4/16/2014,16/04/2014 19:24:00,19:24:00,QUARTA-FEIRA,-21.41399910,-45.95050880,ALFENAS,CONSUMADO,BENS / VALORES DE MOTORISTA / PASSAGEIRO DE VEICULO PARTICULAR,OUTRAS MOTIVACOES/CAUSAS 
2014,4/17/2014,17/04/2014 12:22:00,12:22:00,QUINTA-FEIRA,-21.43745830,-45.93571400,ALFENAS,CONSUMADO,BENS/VALORES DE MORADOR / VISITANTE DE RESIDENCIA,VANTAGEM ECONOMICA
2014,4/18/2014,18/04/2014 10:30:00,10:30:00,SEXTA-FEIRA,-21.42837020,-45.95217260,ALFENAS,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),IGNORADO
2014,4/18/2014,18/04/2014 20:19:00,20:19:00,SEXTA-FEIRA,-21.41873670,-45.94684480,ALFENAS,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),VANTAGEM ECONOMICA
2014,4/19/2014,19/04/2014 00:02:00,00:02:00,SÁBADO,-21.42544050,-45.95723600,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2014,4/19/2014,19/04/2014 22:45:00,22:45:00,SÁBADO,-21.44057683,-45.95277396,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2014,4/20/2014,20/04/2014 19:30:00,19:30:00,DOMINGO,-21.42283583,-45.94657284,ALFENAS,TENTADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),VANTAGEM ECONOMICA
2014,4/21/2014,21/04/2014 00:32:00,00:32:00,SEGUNDA-FEIRA,-21.41790270,-45.96139420,ALFENAS,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),IGNORADO
2014,4/21/2014,21/04/2014 19:08:00,19:08:00,SEGUNDA-FEIRA,-21.41581540,-45.96102990,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2014,4/21/2014,21/04/2014 21:05:00,21:05:00,SEGUNDA-FEIRA,-21.41274050,-45.95227860,ALFENAS,CONSUMADO,BENS / VALORES DE MOTORISTA / PASSAGEIRO DE VEICULO PARTICULAR,OUTRAS MOTIVACOES/CAUSAS 
2014,4/22/2014,22/04/2014 11:20:00,11:20:00,TERÇA-FEIRA,-21.42663520,-45.93510440,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2014,4/22/2014,22/04/2014 22:00:00,22:00:00,TERÇA-FEIRA,-21.41002480,-45.95471570,ALFENAS,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),VANTAGEM ECONOMICA
2014,4/24/2014,24/04/2014 20:30:00,20:30:00,QUINTA-FEIRA,-21.43977480,-45.94814220,ALFENAS,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),VANTAGEM ECONOMICA
2014,4/27/2014,27/04/2014 00:27:00,00:27:00,DOMINGO,-21.44316090,-45.94796280,ALFENAS,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),VANTAGEM ECONOMICA
2014,4/27/2014,27/04/2014 02:04:00,02:04:00,DOMINGO,-21.42300570,-45.95102850,ALFENAS,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),OUTRAS MOTIVACOES/CAUSAS 
2014,4/28/2014,28/04/2014 10:40:00,10:40:00,SEGUNDA-FEIRA,-21.42531850,-45.94713630,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,OUTRAS MOTIVACOES/CAUSAS 
2014,5/1/2014,01/05/2014 14:21:00,14:21:00,QUINTA-FEIRA,-21.42915160,-45.93576700,ALFENAS,CONSUMADO,BENS/VALORES DE MORADOR / VISITANTE DE RESIDENCIA,VANTAGEM ECONOMICA
2014,5/4/2014,04/05/2014 01:10:00,01:10:00,DOMINGO,-21.41844050,-45.94566150,ALFENAS,CONSUMADO,BENS/VALORES DE PROPRIETARIO/FUNCIONARIO DE ESTABELECIMENTO,VANTAGEM ECONOMICA
2014,5/5/2014,05/05/2014 19:30:00,19:30:00,SEGUNDA-FEIRA,-21.41370800,-45.95558540,ALFENAS,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),VANTAGEM ECONOMICA
2014,5/6/2014,06/05/2014 14:11:00,14:11:00,TERÇA-FEIRA,-21.44161930,-45.94943150,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2014,5/6/2014,06/05/2014 20:33:00,20:33:00,TERÇA-FEIRA,-21.41915890,-45.94595200,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2014,5/6/2014,06/05/2014 23:10:00,23:10:00,TERÇA-FEIRA,-21.43984930,-45.93217320,ALFENAS,CONSUMADO,BENS / VALORES DE MOTORISTA / PASSAGEIRO DE VEICULO PARTICULAR,VANTAGEM ECONOMICA
2014,5/7/2014,07/05/2014 23:22:00,23:22:00,QUARTA-FEIRA,-21.42053270,-45.95507400,ALFENAS,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),VANTAGEM ECONOMICA
2014,5/10/2014,10/05/2014 14:00:00,14:00:00,SÁBADO,-21.41862187,-45.94792256,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2014,5/11/2014,11/05/2014 00:13:00,00:13:00,DOMINGO,-21.41876540,-45.97638490,ALFENAS,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),IGNORADO
2014,5/11/2014,11/05/2014 04:30:00,04:30:00,DOMINGO,-21.44259900,-45.94811730,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2014,5/14/2014,14/05/2014 20:00:00,20:00:00,QUARTA-FEIRA,-21.41646240,-45.94565620,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,OUTRAS MOTIVACOES/CAUSAS 
2014,5/16/2014,16/05/2014 13:50:00,13:50:00,SEXTA-FEIRA,-21.41527410,-45.96182780,ALFENAS,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),VANTAGEM ECONOMICA
2014,5/18/2014,18/05/2014 00:05:00,00:05:00,DOMINGO,-21.43828170,-45.94809810,ALFENAS,CONSUMADO,BENS / VALORES DE ESTABELECIMENTO /PESSOA JURIDICA,VANTAGEM ECONOMICA
2014,5/18/2014,18/05/2014 16:00:00,16:00:00,DOMINGO,-21.43395320,-45.94441190,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2014,5/19/2014,19/05/2014 14:00:00,14:00:00,SEGUNDA-FEIRA,-21.42254280,-45.94719040,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,OUTRAS MOTIVACOES/CAUSAS 
2014,5/20/2014,20/05/2014 03:15:00,03:15:00,TERÇA-FEIRA,-21.42422420,-45.96271630,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2014,5/24/2014,24/05/2014 13:30:00,13:30:00,SÁBADO,-21.44538290,-46.02102050,ALFENAS,CONSUMADO,BENS / VALORES DE MOTORISTA / PASSAGEIRO DE VEICULO PARTICULAR,ACAO DE GANGUES / FACCOES CRIMINOSAS
2014,5/27/2014,27/05/2014 08:00:00,08:00:00,TERÇA-FEIRA,-21.43652170,-45.93724730,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,OUTRAS MOTIVACOES/CAUSAS 
2014,5/27/2014,27/05/2014 21:11:00,21:11:00,TERÇA-FEIRA,-21.41504960,-45.95586630,ALFENAS,TENTADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),VANTAGEM ECONOMICA
2014,5/28/2014,28/05/2014 20:44:00,20:44:00,QUARTA-FEIRA,-21.42037030,-45.95548320,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2014,6/2/2014,02/06/2014 20:20:00,20:20:00,SEGUNDA-FEIRA,-21.42573830,-45.94490540,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2014,6/5/2014,05/06/2014 21:30:00,21:30:00,QUINTA-FEIRA,-21.41661710,-45.95076960,ALFENAS,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),IGNORADO
2014,6/10/2014,10/06/2014 21:00:00,21:00:00,TERÇA-FEIRA,-21.43100790,-45.94910180,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2014,6/11/2014,11/06/2014 20:47:00,20:47:00,QUARTA-FEIRA,-21.41636580,-45.96489540,ALFENAS,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),VANTAGEM ECONOMICA
2014,6/15/2014,15/06/2014 04:10:00,04:10:00,DOMINGO,-21.43690644,-45.94691119,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2014,6/17/2014,17/06/2014 21:00:00,21:00:00,TERÇA-FEIRA,-21.44257100,-45.95031420,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2014,6/22/2014,22/06/2014 20:20:00,20:20:00,DOMINGO,-21.41066000,-45.95231720,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2014,6/23/2014,23/06/2014 00:15:00,00:15:00,SEGUNDA-FEIRA,-21.42975700,-45.94845310,ALFENAS,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),VANTAGEM ECONOMICA
2014,6/23/2014,23/06/2014 19:45:00,19:45:00,SEGUNDA-FEIRA,-21.41750110,-45.95568620,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2014,6/24/2014,24/06/2014 20:50:00,20:50:00,TERÇA-FEIRA,-21.42277290,-45.94683580,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2014,6/25/2014,25/06/2014 20:00:00,20:00:00,QUARTA-FEIRA,-21.42175874,-45.94582078,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2014,6/25/2014,25/06/2014 22:27:00,22:27:00,QUARTA-FEIRA,-21.42307580,-45.94817780,ALFENAS,CONSUMADO,OUTROS BENS / VALORES EM OUTRO LOCAL (ESPECIFICAR,VANTAGEM ECONOMICA
2014,6/27/2014,27/06/2014 19:55:00,19:55:00,SEXTA-FEIRA,-21.41238680,-45.94467470,ALFENAS,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),IGNORADO
2014,6/30/2014,30/06/2014 18:40:00,18:40:00,SEGUNDA-FEIRA,-21.42277290,-45.94683580,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2014,6/30/2014,30/06/2014 20:48:00,20:48:00,SEGUNDA-FEIRA,-21.42492370,-45.95159660,ALFENAS,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),OUTRAS MOTIVACOES/CAUSAS 
2014,7/1/2014,01/07/2014 16:42:00,16:42:00,TERÇA-FEIRA,-21.41179300,-45.94853900,ALFENAS,CONSUMADO,BENS / VALORES DE ESTABELECIMENTO /PESSOA JURIDICA,OUTRAS MOTIVACOES/CAUSAS 
2014,7/9/2014,09/07/2014 19:10:00,19:10:00,QUARTA-FEIRA,-21.43018770,-45.93504560,ALFENAS,CONSUMADO,BENS/VALORES DE PROPRIETARIO/FUNCIONARIO DE ESTABELECIMENTO,VANTAGEM ECONOMICA
2014,7/12/2014,12/07/2014 22:00:00,22:00:00,SÁBADO,-21.42413570,-45.96309900,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,OUTRAS MOTIVACOES/CAUSAS 
2014,7/15/2014,15/07/2014 22:30:00,22:30:00,TERÇA-FEIRA,-21.41442660,-45.95048960,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2014,7/18/2014,18/07/2014 00:49:00,00:49:00,SEXTA-FEIRA,-21.42391190,-45.95189700,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2014,7/19/2014,19/07/2014 23:00:00,23:00:00,SÁBADO,-21.43793370,-45.95335270,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,ACAO DE GANGUES / FACCOES CRIMINOSAS
2014,7/21/2014,21/07/2014 00:20:00,00:20:00,SEGUNDA-FEIRA,-21.42628390,-45.95325530,ALFENAS,CONSUMADO,BENS / VALORES DE MOTORISTA / PASSAGEIRO DE VEICULO PARTICULAR,VANTAGEM ECONOMICA
2014,7/22/2014,22/07/2014 20:00:00,20:00:00,TERÇA-FEIRA,-21.42058490,-45.95120210,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2014,7/25/2014,25/07/2014 21:00:00,21:00:00,SEXTA-FEIRA,-21.44098300,-45.94894020,ALFENAS,TENTADO,BENS / VALORES DE MOTORISTA / PASSAGEIRO DE VEICULO PARTICULAR,VANTAGEM ECONOMICA
2014,7/30/2014,30/07/2014 22:50:00,22:50:00,QUARTA-FEIRA,-21.44276010,-45.95907890,ALFENAS,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),ACAO DE GANGUES / FACCOES CRIMINOSAS
2014,7/31/2014,31/07/2014 21:00:00,21:00:00,QUINTA-FEIRA,-21.43963810,-45.95660270,ALFENAS,TENTADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),VANTAGEM ECONOMICA
2014,8/4/2014,04/08/2014 14:20:00,14:20:00,SEGUNDA-FEIRA,-21.42659160,-45.94698620,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,ACAO DE GANGUES / FACCOES CRIMINOSAS
2014,8/5/2014,05/08/2014 18:30:00,18:30:00,TERÇA-FEIRA,-21.44110890,-45.94767480,ALFENAS,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),VANTAGEM ECONOMICA
2014,8/6/2014,06/08/2014 05:15:00,05:15:00,QUARTA-FEIRA,-21.43846250,-46.03851260,ALFENAS,CONSUMADO,BENS / VALORES DE ESTABELECIMENTO /PESSOA JURIDICA,VANTAGEM ECONOMICA
2014,8/7/2014,07/08/2014 11:37:00,11:37:00,QUINTA-FEIRA,-21.42876840,-45.94678900,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2014,8/12/2014,12/08/2014 22:30:00,22:30:00,TERÇA-FEIRA,-21.33071380,-45.86438320,ALFENAS,CONSUMADO,BENS / VALORES DE PASSAGEIRO DE TRANSPORTE COLETIVO,ACAO DE GANGUES / FACCOES CRIMINOSAS
2014,8/18/2014,18/08/2014 21:40:00,21:40:00,SEGUNDA-FEIRA,-21.41409500,-45.94520800,ALFENAS,CONSUMADO,BENS / VALORES DE MOTORISTA / PASSAGEIRO DE VEICULO PARTICULAR,VANTAGEM ECONOMICA
2014,8/18/2014,18/08/2014 23:25:00,23:25:00,SEGUNDA-FEIRA,-21.43447630,-45.94197620,ALFENAS,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),VANTAGEM ECONOMICA
2014,8/21/2014,21/08/2014 22:15:00,22:15:00,QUINTA-FEIRA,-21.42552160,-45.95029380,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
