Ano Fato,Data Fato,Data_Hora Fato,Dia da Semana Fato,Latitude,Longitude,Tentado/Consumado Nat Principal,Desc Longa Subgrupo Complemento Nat,Causa Presumida
2014,9/11/2014,11/09/2014 22:11:00,QUINTA-FEIRA,-20.38528520,-43.49490830,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2014,9/12/2014,12/09/2014 22:45:00,SEXTA-FEIRA,-20.38268470,-43.51060260,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2014,9/23/2014,23/09/2014 00:28:00,TERÇA-FEIRA,-20.27885100,-43.70045200,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),VANTAGEM ECONOMICA
2014,9/29/2014,29/09/2014 02:35:00,SEGUNDA-FEIRA,-20.38248530,-43.49119450,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2014,10/15/2014,15/10/2014 04:25:00,QUARTA-FEIRA,-20.39068670,-43.50183830,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2014,10/23/2014,23/10/2014 19:33:00,QUINTA-FEIRA,-20.31266240,-43.70916410,CONSUMADO,BENS / VALORES DE TRANSEUNTE,OUTRAS MOTIVACOES/CAUSAS 
2014,10/24/2014,24/10/2014 22:00:00,SEXTA-FEIRA,-20.39123900,-43.50621040,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2014,11/7/2014,07/11/2014 06:00:00,SEXTA-FEIRA,-20.38708720,-43.49495540,CONSUMADO,BENS/VALORES DE MORADOR / VISITANTE DE RESIDENCIA,VANTAGEM ECONOMICA
2014,11/21/2014,21/11/2014 23:25:00,SEXTA-FEIRA,-20.38863390,-43.49322310,CONSUMADO,BENS/VALORES DE PROPRIETARIO/FUNCIONARIO DE ESTABELECIMENTO,OUTRAS MOTIVACOES/CAUSAS 
2014,11/24/2014,24/11/2014 15:35:00,SEGUNDA-FEIRA,-20.37781780,-43.51408640,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2014,11/30/2014,30/11/2014 02:38:00,DOMINGO,-20.39192570,-43.49080540,CONSUMADO,MOTORISTA DE TAXI,ACAO DE GANGUES / FACCOES CRIMINOSAS
2014,11/30/2014,30/11/2014 07:29:00,DOMINGO,-20.34857050,-43.65775680,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2014,12/5/2014,05/12/2014 23:59:00,SEXTA-FEIRA,-20.38993140,-43.49561380,TENTADO,MOTORISTA DE TAXI,ENVOLVIMENTO COM DROGAS
2014,12/9/2014,09/12/2014 21:30:00,TERÇA-FEIRA,-20.27885100,-43.70045200,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),VANTAGEM ECONOMICA
2014,12/9/2014,09/12/2014 23:40:00,TERÇA-FEIRA,-20.38970300,-43.49260700,CONSUMADO,MOTORISTA DE TAXI,VANTAGEM ECONOMICA
2014,12/21/2014,21/12/2014 01:00:00,DOMINGO,-20.38788830,-43.49181070,CONSUMADO,MOTORISTA DE TAXI,VANTAGEM ECONOMICA
2015,1/5/2015,05/01/2015 23:32:00,SEGUNDA-FEIRA,-20.40473510,-43.49731730,CONSUMADO,BENS / VALORES DE MOTORISTA / COBRADOR DE TRANSPORTE COLETIVO,VANTAGEM ECONOMICA
2015,1/16/2015,16/01/2015 16:00:00,SEXTA-FEIRA,-20.38600580,-43.49214250,CONSUMADO,BENS / VALORES DE ESTABELECIMENTO /PESSOA JURIDICA,VANTAGEM ECONOMICA
2015,1/26/2015,26/01/2015 22:15:00,SEGUNDA-FEIRA,-20.38740690,-43.49791610,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2015,1/27/2015,27/01/2015 22:00:00,TERÇA-FEIRA,-20.35790380,-43.66537200,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2015,1/29/2015,29/01/2015 00:30:00,QUINTA-FEIRA,-20.35978500,-43.65629190,CONSUMADO,BENS / VALORES DE MOTORISTA / PASSAGEIRO DE VEICULO PARTICULAR,VANTAGEM ECONOMICA
2015,1/30/2015,30/01/2015 04:09:00,SEXTA-FEIRA,-20.38122080,-43.51491300,CONSUMADO,BENS / VALORES DE MOTORISTA / PASSAGEIRO DE VEICULO PARTICULAR,OUTRAS MOTIVACOES/CAUSAS 
2015,2/9/2015,09/02/2015 10:59:00,SEGUNDA-FEIRA,-20.38454750,-43.51115470,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2015,2/13/2015,13/02/2015 03:28:00,SEXTA-FEIRA,-20.38351140,-43.50498530,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2015,2/13/2015,13/02/2015 01:00:00,SEXTA-FEIRA,-20.38785740,-43.50529970,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2015,2/14/2015,14/02/2015 05:35:00,SÁBADO,-20.38433310,-43.50585940,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2015,2/14/2015,14/02/2015 18:00:00,SÁBADO,-20.38577560,-43.50320840,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2015,2/15/2015,15/02/2015 03:23:00,DOMINGO,-20.38639970,-43.50271990,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2015,2/15/2015,15/02/2015 03:00:00,DOMINGO,-20.38461240,-43.50441900,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2015,2/15/2015,15/02/2015 05:11:00,DOMINGO,-20.38863390,-43.49322310,CONSUMADO,MOTORISTA DE TAXI,VANTAGEM ECONOMICA
2015,2/16/2015,16/02/2015 04:57:00,SEGUNDA-FEIRA,-20.38418340,-43.50708900,CONSUMADO,BENS / VALORES DE TRANSEUNTE,ENVOLVIMENTO COM DROGAS
2015,2/16/2015,16/02/2015 07:26:00,SEGUNDA-FEIRA,-20.38903200,-43.50182470,CONSUMADO,BENS / VALORES DE MOTORISTA / PASSAGEIRO DE VEICULO PARTICULAR,VANTAGEM ECONOMICA
2015,2/17/2015,17/02/2015 03:35:00,TERÇA-FEIRA,-20.38773250,-43.50679370,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2015,3/1/2015,01/03/2015 02:40:00,DOMINGO,-20.38652720,-43.50853540,CONSUMADO,BENS / VALORES DE TRANSEUNTE,OUTRAS MOTIVACOES/CAUSAS 
2015,3/6/2015,06/03/2015 02:50:00,SEXTA-FEIRA,-20.28170130,-43.71467840,CONSUMADO,OUTROS BENS / VALORES EM OUTRO LOCAL (ESPECIFICAR,VANTAGEM ECONOMICA
2015,3/12/2015,12/03/2015 12:42:00,QUINTA-FEIRA,-20.38454750,-43.51115470,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2015,3/12/2015,12/03/2015 21:00:00,QUINTA-FEIRA,-20.40000200,-43.51954290,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),IGNORADO
2015,3/13/2015,13/03/2015 00:48:00,SEXTA-FEIRA,-20.35493280,-43.67911180,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2015,3/16/2015,16/03/2015 13:07:00,SEGUNDA-FEIRA,-20.38284370,-43.50702150,TENTADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2015,3/16/2015,16/03/2015 22:28:00,SEGUNDA-FEIRA,-20.39671340,-43.49883470,CONSUMADO,BENS / VALORES DE TRANSEUNTE,ENVOLVIMENTO COM DROGAS
