Ano Fato,Data Fato,Data_Hora Fato,Dia da Semana Fato,Latitude,Longitude,Tentado/Consumado Nat Principal,Desc Longa Subgrupo Complemento Nat,Causa Presumida
2014,5/13/2014,13/05/2014 22:10:00,TERÇA-FEIRA,-19.64160800,-43.22816680,CONSUMADO,BENS / VALORES DE TRANSEUNTE,ENVOLVIMENTO COM DROGAS
2014,5/15/2014,15/05/2014 21:30:00,QUINTA-FEIRA,-19.70878030,-43.32251360,TENTADO,BENS / VALORES DE ESTABELECIMENTO /PESSOA JURIDICA,VANTAGEM ECONOMICA
2014,5/18/2014,18/05/2014 22:00:00,DOMINGO,-19.64566610,-43.22410960,CONSUMADO,BENS / VALORES DE MOTORISTA / PASSAGEIRO DE VEICULO PARTICULAR,VANTAGEM ECONOMICA
2014,5/18/2014,18/05/2014 22:15:00,DOMINGO,-19.63026660,-43.21637740,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),OUTRAS MOTIVACOES/CAUSAS 
2014,5/22/2014,22/05/2014 22:00:00,QUINTA-FEIRA,-19.62362720,-43.22844590,TENTADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),IGNORADO
2014,5/24/2014,24/05/2014 23:00:00,SÁBADO,-19.62896500,-43.22232010,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2014,5/26/2014,26/05/2014 14:15:00,SEGUNDA-FEIRA,-19.62409780,-43.22232820,CONSUMADO,BENS / VALORES DE TRANSEUNTE,OUTRAS MOTIVACOES/CAUSAS 
2014,5/31/2014,31/05/2014 19:50:00,SÁBADO,-19.64168510,-43.23021210,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2014,6/10/2014,10/06/2014 22:15:00,TERÇA-FEIRA,-19.65997120,-43.22683720,CONSUMADO,BENS / VALORES DE TRANSEUNTE,ENVOLVIMENTO COM DROGAS
2014,6/14/2014,14/06/2014 07:00:00,SÁBADO,-19.62429940,-43.22626690,CONSUMADO,BENS / VALORES DE ESTABELECIMENTO /PESSOA JURIDICA,VANTAGEM ECONOMICA
2014,6/15/2014,15/06/2014 22:00:00,DOMINGO,-19.63978310,-43.22605270,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),VANTAGEM ECONOMICA
2014,6/27/2014,27/06/2014 18:40:00,SEXTA-FEIRA,-19.59198570,-43.19403840,CONSUMADO,BENS / VALORES DE MOTORISTA / PASSAGEIRO DE VEICULO PARTICULAR,VANTAGEM ECONOMICA
2014,6/28/2014,28/06/2014 17:40:00,SÁBADO,-19.59469710,-43.19193490,CONSUMADO,BENS / VALORES DE ESTABELECIMENTO /PESSOA JURIDICA,VANTAGEM ECONOMICA
2014,7/1/2014,01/07/2014 00:10:00,TERÇA-FEIRA,-19.63267710,-43.21028900,CONSUMADO,BENS / VALORES DE ESTABELECIMENTO /PESSOA JURIDICA,VANTAGEM ECONOMICA
2014,7/6/2014,06/07/2014 07:00:00,DOMINGO,-19.66083910,-43.23143770,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2014,7/12/2014,12/07/2014 20:30:00,SÁBADO,-19.65031810,-43.23643870,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
