Ano Fato,Data Fato,Data_Hora Fato,Dia da Semana Fato,Latitude,Longitude,Tentado/Consumado Nat Principal,Desc Longa Subgrupo Complemento Nat,Causa Presumida
2016,5/6/2016,06/05/2016 21:20:00,SEXTA-FEIRA,-19.86019990,-43.11507660,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),IGNORADO
2016,5/8/2016,08/05/2016 14:50:00,DOMINGO,-19.81293650,-43.18088550,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,5/8/2016,08/05/2016 20:10:00,DOMINGO,-19.80424030,-43.18455400,CONSUMADO,BENS / VALORES DE MOTORISTA / PASSAGEIRO DE VEICULO PARTICULAR,VANTAGEM ECONOMICA
2016,5/8/2016,08/05/2016 21:10:00,DOMINGO,-19.81045160,-43.18092970,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,5/10/2016,10/05/2016 20:10:00,TERÇA-FEIRA,-19.82636580,-43.10414540,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,5/11/2016,11/05/2016 11:45:00,QUARTA-FEIRA,-19.81186020,-43.18052150,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,5/11/2016,11/05/2016 11:45:00,QUARTA-FEIRA,-19.81186020,-43.18052150,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2016,5/11/2016,11/05/2016 19:30:00,QUARTA-FEIRA,-19.81210330,-43.17134610,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2016,5/12/2016,12/05/2016 19:15:00,QUINTA-FEIRA,-19.81433730,-43.17783020,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,5/13/2016,13/05/2016 22:00:00,SEXTA-FEIRA,-19.84206490,-43.18752070,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,5/13/2016,13/05/2016 22:20:00,SEXTA-FEIRA,-19.83854560,-43.18319560,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2016,5/15/2016,15/05/2016 02:00:00,DOMINGO,-19.80906210,-43.17836910,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,5/18/2016,18/05/2016 18:06:00,QUARTA-FEIRA,-19.83309300,-43.16945960,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,5/18/2016,18/05/2016 23:00:00,QUARTA-FEIRA,-19.80864010,-43.17391530,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2016,5/20/2016,20/05/2016 06:25:00,SEXTA-FEIRA,-19.80715610,-43.17885600,CONSUMADO,BENS/VALORES DE PROPRIETARIO/FUNCIONARIO DE ESTABELECIMENTO,IGNORADO
2016,5/20/2016,20/05/2016 16:10:00,SEXTA-FEIRA,-19.85011320,-43.17877930,CONSUMADO,BENS / VALORES DE MOTORISTA / PASSAGEIRO DE VEICULO PARTICULAR,VANTAGEM ECONOMICA
2016,5/20/2016,20/05/2016 20:39:00,SEXTA-FEIRA,-19.84106040,-43.18240460,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,5/21/2016,21/05/2016 11:37:00,SÁBADO,-19.84802660,-43.18536230,CONSUMADO,BENS / VALORES DE MOTORISTA / PASSAGEIRO DE VEICULO PARTICULAR,VANTAGEM ECONOMICA
2016,5/22/2016,22/05/2016 01:00:00,DOMINGO,-19.81277610,-43.19275060,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2016,5/23/2016,23/05/2016 19:30:00,SEGUNDA-FEIRA,-19.84209240,-43.17735090,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,5/23/2016,23/05/2016 20:35:00,SEGUNDA-FEIRA,-19.84177920,-43.18273530,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2016,5/25/2016,25/05/2016 07:00:00,QUARTA-FEIRA,-19.84398550,-43.17971610,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,5/25/2016,25/05/2016 19:30:00,QUARTA-FEIRA,-19.84177400,-43.18293080,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2016,5/25/2016,25/05/2016 20:30:00,QUARTA-FEIRA,-19.83077220,-43.16687100,TENTADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,5/27/2016,27/05/2016 09:21:00,SEXTA-FEIRA,-19.80825240,-43.17075450,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,5/30/2016,30/05/2016 21:20:00,SEGUNDA-FEIRA,-19.84765570,-43.17686560,CONSUMADO,BENS / VALORES DE MOTORISTA / COBRADOR DE TRANSPORTE COLETIVO,IGNORADO
2016,6/1/2016,01/06/2016 20:50:00,QUARTA-FEIRA,-19.80858480,-43.17252250,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2016,6/2/2016,02/06/2016 01:00:00,QUINTA-FEIRA,-19.85316130,-43.17860510,CONSUMADO,BENS/VALORES DE PROPRIETARIO/FUNCIONARIO DE ESTABELECIMENTO,VANTAGEM ECONOMICA
2016,6/2/2016,02/06/2016 22:00:00,QUINTA-FEIRA,-19.80811360,-43.16136340,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2016,6/3/2016,03/06/2016 18:45:00,SEXTA-FEIRA,-19.81463300,-43.16517830,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2016,6/4/2016,04/06/2016 01:30:00,SÁBADO,-19.81410460,-43.17056040,CONSUMADO,BENS / VALORES DE TRANSEUNTE,OUTRAS MOTIVACOES/CAUSAS 
2016,6/4/2016,04/06/2016 23:00:00,SÁBADO,-19.82628050,-43.16085590,CONSUMADO,BENS/VALORES DE PROPRIETARIO/FUNCIONARIO DE ESTABELECIMENTO,IGNORADO
2016,6/6/2016,06/06/2016 13:12:00,SEGUNDA-FEIRA,-19.81510900,-43.17800720,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,6/6/2016,06/06/2016 19:50:00,SEGUNDA-FEIRA,-19.83967680,-43.18189590,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,6/8/2016,08/06/2016 20:45:00,QUARTA-FEIRA,-19.81148890,-43.17726120,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,6/9/2016,09/06/2016 23:10:00,QUINTA-FEIRA,-19.83748550,-43.16746470,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2016,6/11/2016,11/06/2016 20:10:00,SÁBADO,-19.85102720,-43.21499490,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
