,closeness_centrality,betweenes_centrality,degree_centrality,eigenvector_centrality,pagerank_centrality,quantidade_ocorrencia,distancia_universidade,quantidade_ocorrencia_2,medida_influencia_crime
3229,0.07340786164445046,0.014494042533423762,0.5,2.71190226055268e-19,0.2595753982580645,0.0,0.557252623553765,0.0,0.0
3230,0.046413298974273876,0.09762333127858147,0.20000000000000773,1.667629072615555e-20,0.15566110456422658,0.0,0.44861287852830745,0.05769230769230768,0.03134325327835658
3231,0.05202070280844552,0.07022827921269681,0.2999999999999923,4.623723524632396e-20,0.15385612877351082,0.0,0.4524914676397379,0.0,0.0
3232,0.057573193601218875,9.910048077554039e-05,0.2999999999999923,4.198867985004223e-20,0.1126973523759694,0.0,0.4804411261222222,0.0,0.0
3233,0.6046975595237647,3.630235381293466e-05,0.5,1.6512523250243713e-12,0.2998983116518511,0.0,0.5766610511441165,0.038461538461538464,0.021930250835343106
3234,0.6046975595237647,0.004097852302633231,0.5,1.3517703463217166e-12,0.34029114307767816,0.0,0.5814443440571446,0.0,0.0
3235,0.6778653868395567,0.0685810931929888,0.5,1.4329129270539507e-10,0.3423679781093508,0.0,0.5352874533211656,0.0,0.0
3236,0.6779347430194905,0.0735961080443263,0.5,1.4816900991759286e-10,0.2968169956850566,0.0,0.5497426053210925,0.0,0.0
3237,0.6618609027349407,0.032930601841848095,0.2999999999999923,4.9541789609310755e-11,0.16764148304604634,0.0,0.5487875055334055,0.0,0.0
3238,0.6180588744252982,0.012178951530777317,0.2999999999999923,1.72556644720179e-12,0.2248220999028875,0.0,0.5586671333192682,0.0,0.0
3239,0.6259432276012509,0.0,0.09999999999998455,1.50314555458374e-15,0.05204904895346063,0.0,0.6031289569912697,0.038461538461538464,0.02285394289379168
3240,0.6415969054938736,0.008122496337723687,0.5,1.942188648320632e-12,0.4556309110336676,0.0,0.5076601426348754,0.0,0.0
3241,0.627098420374541,0.0,0.09999999999998455,5.391101992901245e-13,0.1076606625439736,0.0,0.5112222621034351,0.0,0.0
3242,0.7904818336000239,0.33486780542741,0.5,3.454262709503288e-08,0.28711887002225,0.0,0.4714137118120501,0.07692307692307693,0.06809738739799465
3243,0.6846892968967054,0.000436695093320227,0.5,9.802421108067478e-10,0.25760391400461247,0.0,0.44676284786990156,0.0,0.0
3244,0.7065482723803621,0.02956720564440821,0.40000000000001545,2.9124351070620916e-10,0.3280608342176494,0.0,0.4076915430891352,0.019230769230769232,0.020539203208482786
3245,0.6413557211443388,0.0009939272570816744,0.2999999999999923,4.064493362324207e-12,0.20017552111171952,0.0,0.39144920101578967,0.0,0.0
3246,0.6562580288368497,0.00314183795830926,0.2999999999999923,1.1547217011104033e-11,0.18713815870875225,0.0,0.3894560523961903,0.0,0.0
3247,0.670545031064177,0.0031079463563331304,0.2999999999999923,3.225241030270262e-11,0.17218785528918032,0.0,0.4227555307746551,0.0,0.0
3248,0.699790525977863,0.00011309901329718891,0.2999999999999923,1.7104857676608456e-10,0.17284766301299406,0.07692307692307693,0.38664561122043084,0.07692307692307693,0.05160511653492912
3249,0.6995599208883351,6.197393800073329e-05,0.2999999999999923,1.4870705974106722e-10,0.18470880147841653,0.0,0.3855397862119617,0.05769230769230768,0.04462445384028366
3250,0.6911491261827312,0.0015211485239672428,0.2999999999999923,6.844823105946521e-11,0.17799743212019656,0.0,0.38740969972415107,0.019230769230769232,0.039917956820006845
3251,0.6858049950814111,0.0004983384604108213,0.2999999999999923,3.307661023010985e-11,0.18759659546908933,0.0,0.38542851460690913,0.0,0.0
3252,0.5970683804489921,0.0,0.09999999999998455,9.060319497446037e-14,0.1085666003845342,0.0,0.45663298516610906,0.0,0.0
3253,0.6283847973867221,0.00406178072172969,0.5,2.8273974026250875e-12,0.31896050303568324,0.0,0.41668735876660534,0.0,0.0
3254,0.6596594901021352,0.01968931799512069,0.5,1.527543478320994e-11,0.3362377059158401,0.0,0.3910955829312233,0.0,0.0
3255,0.6818760997474819,0.0,0.09999999999998455,4.1698278222541735e-11,0.09833575370235223,0.0,0.3104788604129457,0.0,0.0
3256,0.6989932664393427,0.008122496337723687,0.5,1.461496006153716e-10,0.4238125958682787,0.0,0.3048505149014142,0.0,0.0
3257,0.7728477148187617,0.22016279256359303,0.2999999999999923,5.222821945974022e-09,0.18010018400516412,0.0,0.3080927250749829,0.019230769230769232,0.02168148526544498
3258,0.807498402798615,0.006877575287048721,0.5,1.5563117734433264e-08,0.2936747503597099,0.0,0.3218411194963019,0.0,0.0
3259,0.7750349310451476,0.009490554001646277,0.2999999999999923,2.4071036260072157e-09,0.13347734554343413,0.07692307692307693,0.3286328280267144,0.07692307692307693,0.02366419154048258
3260,0.7429183214249793,0.2062907001180365,0.20000000000000773,2.6755057721074435e-07,0.23251019242347,0.0,0.4912676158065099,0.0,0.0
3261,0.771470791414427,0.05189992574255,0.20000000000000773,1.543289487322796e-05,0.20435943469497478,0.0,0.48838941336738817,0.0,0.0
3262,0.7328436141271254,0.3541511333019755,0.20000000000000773,7.094915705010024e-06,0.24369430541718032,0.0,0.49100218442978555,0.0,0.0
3263,0.7797768986173051,0.3106123941956626,0.40000000000001545,0.0003185062460333665,0.35688485949302307,0.0,0.47880846111404857,0.0,0.0
3264,0.786771208122274,0.33725638361192006,0.40000000000001545,0.0002014820523533644,0.14853240145205468,0.0,0.4790888137653199,0.0,0.0
3265,0.800162771314124,0.5971690474893929,0.2999999999999923,2.154829203900138e-06,0.3098199536584729,0.0,0.4951607785917165,0.0,0.0
3266,0.7877189336445239,0.2711177257214949,0.20000000000000773,2.551239232462098e-06,0.27205192212505724,0.0,0.4942623455396981,0.0,0.0
3267,0.8380552700548369,0.059588255017763686,0.40000000000001545,1.4628753991183143e-05,0.29914492225169154,0.0,0.3706272464265474,0.0,0.0
3268,0.8151044544450813,0.00857136312186457,0.5,1.325310745449326e-07,0.29890688594508696,0.0,0.34689563575246474,0.09615384615384615,0.06709049158097898
3269,0.9033824207416943,0.015848385548124393,0.5,1.3242089493447306e-07,0.3134756989590367,0.0,0.31054545115528537,0.0,0.0
3270,0.892981816325821,0.013651915294500074,0.40000000000001545,5.359079390571572e-05,0.18000773231186343,0.07692307692307693,0.3200696315709193,0.07692307692307693,0.031267813545125096
