Unnamed: 0,closeness_centrality,betweenes_centrality,degree_centrality,eigenvector_centrality,pagerank_centrality,latitude e longitude,quantidade_ocorrencia,distancia_universidade,quantidade_ocorrencia_2,medida_influencia_crime
1503,0.029325970243647,0.0133548616670999,0.0017562346329469,6.744410488701148e-12,0.0004170941136087,"(-22.4200331, -45.4480282)",0,1247.3168751542107,0.0,0.0
1504,0.0292563073428378,0.0076385241513429,0.0021074815595363,2.5525517715249564e-12,0.0004324696093749,"(-22.4216369, -45.4486082)",0,1184.237748914015,0.0,0.0
1505,0.0284264095925074,0.0063284387732862,0.0014049877063575,7.518106130184962e-13,0.0003449114728353,"(-22.4215572, -45.4489113)",0,1152.668713456237,0.0,0.0
1506,0.0300514450174491,0.026774714104264,0.0014049877063575,2.3613907944635884e-13,0.0003363476153715,"(-22.4232352, -45.4497568)",0,1091.6153792878442,0.8999999999999999,60.11567086031822
1507,0.0284247055245524,0.0,0.0007024938531787,6.959223658596301e-13,0.0001755413983792,"(-22.4209994, -45.4484146)",0,1202.4023858420408,0.0,0.0
1508,0.0276406842768432,0.0,0.0007024938531787,2.049785090790983e-13,0.0001988152603938,"(-22.4210173, -45.4487463)",0,1168.2983011250033,0.0,0.0
1509,0.0307793875632565,0.0310073741633628,0.0014049877063575,9.076241692230302e-12,0.0003619159855919,"(-22.423984, -45.4500318)",0,1086.0495428839745,0.8999999999999999,75.23388088618144
1510,0.029177395994615,0.0012513623801757,0.0010537407797681,7.11642513375014e-11,0.0003979431601458,"(-22.4254605, -45.4490072)",0,1242.0323190383897,0.0,0.0
1511,0.0298255582593924,0.0070485255379779,0.0010537407797681,3.062374802914839e-13,0.0002245446419683,"(-22.422094, -45.4502846)",0,1016.7217562535986,1.4,104.0746471371706
1512,0.0304343212585251,0.0222580680549006,0.0014049877063575,2.023303092182858e-13,0.0002521442664233,"(-22.4231606, -45.45058)",1,1007.325025935459,0.5,42.77771840371581
1513,0.0309057765142951,0.0299986845761657,0.0014049877063575,2.529882711136417e-12,0.0003137815165388,"(-22.4239127, -45.4507754)",1,1010.8693542477324,0.7,57.911149264194556
1514,0.0300099191076868,0.0088834968205744,0.0014049877063575,7.42176767205981e-13,0.0002358703909383,"(-22.4244383, -45.4509115)",1,1017.7065392261763,0.7000000000000001,47.20348183856496
