Unnamed: 0,closeness_centrality,betweenes_centrality,degree_centrality,eigenvector_centrality,pagerank_centrality,latitude e longitude,quantidade_ocorrencia,distancia_universidade,quantidade_ocorrencia_2,medida_influencia_crime
2206,0.0260595751593417,0.0029648661020196,0.0022288261515601,1.7810652885386436e-11,0.0005462251015242,"(-21.4492292, -45.9611495)",0,3425.3608145843946,0.2,1.9116523734341795
2207,0.0253970017934596,0.0,0.00074294205052,5.019516996325349e-12,0.0002097889809794,"(-21.44861, -45.9626904)",0,3426.672601169554,0.3,2.832765263385429
2208,0.0247681995435463,0.0,0.00074294205052,1.6817969894165729e-12,0.0002238066510978,"(-21.4489146, -45.9630203)",1,3471.9060900330664,0.4,3.0585277665886443
2209,0.0247681995435463,0.0,0.00074294205052,1.6817969894165729e-12,0.0002238066510978,"(-21.4497946, -45.9613252)",0,3490.4317002374687,0.0,0.0
2210,0.0253979630910539,0.0014833993450183,0.0022288261515601,5.967471631668444e-12,0.0005872623487318,"(-21.4495437, -45.9612393)",0,3461.243346600369,0.1,1.9096424347917667
2211,0.026755512017389,0.0037036668925033,0.0014858841010401,5.221032507064847e-11,0.0003362770270864,"(-21.4460836, -45.9609121)",0,3094.4449794068146,0.0,0.0
2212,0.0284793296500191,0.0,0.00074294205052,9.227178073292213e-08,0.000164918030409,"(-21.4430503, -45.9535441)",1,2534.166976955491,0.4,15.31704875908917
2213,0.0305472769682282,0.0018481891374197,0.0018573551263001,5.826880527981017e-08,0.0003156129724336,"(-21.4305966, -45.9642844)",0,1961.2388881849124,0.0,0.0
2214,0.0315027869286776,0.0029525596576116,0.0018573551263001,1.75686240481681e-07,0.000297234629443,"(-21.4306, -45.9642135)",0,1955.370898162916,0.0,0.0
2215,0.0235468034981173,0.0061000501663311,0.0029717682020802,3.192188497673485e-13,0.0004773617207367,"(-21.4187, -45.9938529)",0,4692.277029539883,0.0,0.0
2216,0.0230068827074721,0.0015355015929165,0.0022288261515601,2.5266429048968666e-13,0.000376051475028,"(-21.4203374, -45.9943164)",0,4734.98043064233,0.6,0.3843490040956738
2217,0.0230086577472859,0.0010907627443123,0.0022288261515601,1.425843291049856e-13,0.0003672979300145,"(-21.4175759, -45.993486)",0,4662.106054291514,0.0,0.0
